p_id,name,products,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes
13015564,FableStreet Black Pleated Flared Midi Skirt,Skirt,2195.0,Black,FableStreet,http://assets.myntassets.com/assets/images/13015564/2020/11/20/dd0bc852-0873-4c7c-a80e-5517226eb4831605868925446PleatedFlaredMidiSkirt-Black1.jpg,72.0,4.458333333333333,"Black solid skirt, has an elasticated waistband, slip-on closure<p>Polyester<br>Gentle hand wash<br> Wash with similar colours<br> Do not iron<br> Do not bleach<br>Do not tumble dry</p>The model (height 5'8"") is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,324,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Fabric Type': 'NA', 'Hemline': 'Flared', 'Knit or Woven': 'Woven', 'Length': 'Midi', 'Lining': 'Has a lining', 'Main Trend': 'New Basics', 'Number of Pockets': 'NA', 'Occasion': 'Formal', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Slit Detail': 'No Slit', 'Sub Trend': 'New Basics', 'Surface Styling': 'Gathered or Pleated', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'A-Line', 'Wash Care': 'Machine Wash'}"
13256722,Saanjh Women Off White & Pink Embroidered Tunic,Tunic,2559.0,Off White,Saanjh,http://assets.myntassets.com/assets/images/productimage/2020/12/16/34103e59-dc3d-4150-be5e-1a21b016f98e1608118786543-1.jpg,102.0,3.872549019607843,"<p>Off-white and pink embroidered tunic, has a round neck, three-quarter sleeves, and gathered detail</p><p>Cotton<br>Dry Clean Wash</p>","{'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Closure': 'NA', 'Fabric': 'Cotton', 'Main Trend': 'New Basics', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Embroidered', 'Sleeve Length': 'Three-Quarter Sleeves', 'Surface Styling': 'Embroidered', 'Sustainable': 'Regular', 'Wash Care': 'Dry Clean'}"
10336797,Roadster Teal Green Shirt Style Top,"Shirt, Top",1499.0,Teal,Roadster,http://assets.myntassets.com/assets/images/10336797/2019/8/21/c977b440-e426-4b72-badb-3baae065f1b31566373913331-Roadster-Women-Tops-7841566373911938-1.jpg,1132.0,4.152826855123675,"Teal green solid woven shirt style top, has a mandarin collar, long sleeves, and button closureRegular Fit<br> The model (height 5'8"") is wearing a size S100% polyester<br>Machine-wash","{'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'Button', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Mandarin Collar', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Shirt Style', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}"
16394258,Karigari Women Black Palazzos,Palazzos,699.0,Black,Karigari,http://assets.myntassets.com/assets/images/16394258/2021/12/7/3564f96e-dabe-47ee-9347-b6d9b43b09c11638858934296KarigariWomenBlackTrousers1.jpg,2.0,3.5,<ul><li>Black woven wide leg palazzos</li><li>Regular fit</li><li>Mid-rise</li><li>Length: regular</li><li>Pattern: solid</li><li>Embroidered detail</li><li>Feature: plain</li></ul>Cotton blend<br>Machine wash<br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28,"{'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fit': 'Wide Leg', 'Length': 'Regular', 'Main Trend': 'NA', 'Multipack Set': 'Single', 'Number of Pockets': 'NA', 'Occasion': 'Ethnic', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
12755568,N-Gal Women Green Solid Skater Mini Skirt,Skater Mini Skirt,999.0,Green,N-Gal,http://assets.myntassets.com/assets/images/productimage/2020/10/15/f652896d-7658-44cb-b1b1-37be05f52e351602718914927-1.jpg,11.0,4.636363636363637,"<p>Green solid skater mini skirt, has an elasticated waistband, slip-on closure, and flared hem</p><p>The model (height 5'8"") is wearing size 28</p><p>Viscose rayon<br>Prefer to wash by hands or machine wash with luke warm water</p>","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Closure': 'Slip-On', 'Fabric': 'Viscose Rayon', 'Fabric Type': 'NA', 'Hemline': 'Flared', 'Knit or Woven': 'Knitted', 'Length': 'Mini', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Occasion': 'Party', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Slit Detail': 'No Slit', 'Sub Trend': 'New Basics', 'Surface Styling': 'Gathered or Pleated', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'A-Line', 'Wash Care': 'Hand Wash'}"
14547528,ZOLA Women Black Skinny Fit Light Fade Jeans,Jeans,2850.0,Black,ZOLA,http://assets.myntassets.com/assets/images/productimage/2021/6/16/d9d9ea0e-827b-4f3d-a57e-c26a0d4b2fb21623835184616-1.jpg,11.0,3.909090909090909,"<ul><li>Dark light fade black jeans</li><li>Skinny fit, mid-rise</li><li>Clean look</li><li>Stretchable</li><li>5 pocket</li><li>Length: regular</li></ul>Cotton blend<br>Machine wash<br>Cold Machine Wash<br>Wash &amp; iron inside out<br>Do not bleach<br>One dot tumble dry<br>Do not dry&nbsp; lean<br>Fit: Skinny Fit<br>Brand fit: Pencil Fit<br>Stretchable<br>The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Pencil', 'Character': 'NA', 'Closure': 'Button Fly', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Skinny Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
16234916,Anouk Women Fuchsia Kurta with Trousers & With Dupatta,"Kurta, Trousers, Dupatta",3499.0,Fuchsia,Anouk,http://assets.myntassets.com/assets/images/16234916/2022/3/15/7d401eac-2c8b-4b77-8ebe-1b63548db7121647324765238-Anouk-Women-Kurta-Sets-8721647324764510-1.jpg,36.0,3.861111111111111,"Fuchsia solid Kurta with Trousers with dupatta <br> <br> <b> Kurta design:  </b> <ul> <li> Solid </li> <li> Straight shape </li> <li> Regular style </li> <li> Round neck,  three-quarter regular sleeves </li> <li> Calf length with straight hem </li> <li> Viscose rayon machine weave fabric </li> </ul> <br> <b> Trousers design:  </b> <ul> <li> Solid Trousers </li> <li> Partially elasticated waistband </li> <li> Slip-on closure </li> </ul>Top fabric: 100% Rayon<br>Bottom fabric: 100% Rayon<br>Dupatta fabric: 100% Rayon<br>Machine washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'Viscose Rayon', 'Dupatta Pattern': 'Self Design', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'None', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Solid', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
12246214,Ahalyaa Women Maroon & Gold Printed Kurti with Sharara & Dupatta,"Kurti, Sharara, Dupatta",5504.0,Maroon,Ahalyaa,http://assets.myntassets.com/assets/images/12246214/2021/1/21/fb8fc504-76cd-4d6a-a16e-e20bdc7bebe41611204555225-Ahalyaa-Women-Maroon--Gold-Printed-Kurti-with-Sharara--Dupat-1.jpg,3724.0,4.215628356605801,"Maroon and gold printed kurti with sharara and dupatta<br>Maroon and gold straight knee length kurti, has a round neck, sleeveless, side slits<br>Maroon and gold printed sharara, has partially elasticated waistband, slip-on closure<br>Maroon and gold printed dupatta, has taping borderKurta fabric: poly georgette<br>Bottom fabric: poly georgette<br>Dupatta fabric: poly georgette<br>Machine-washThe model (height 5'8"") is wearing a size S<br>Dupatta Length - 2.25 m<br>Dupatta Width - 0.52 m","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Poly Georgette', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Sharara', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Poly Georgette', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Sequinned', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Sleeveless', 'Sleeve Styling': 'No Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Poly Georgette', 'Top Hemline': 'Straight', 'Top Length': 'Knee Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurti', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
17622578,Van Heusen Navy Blue Floral Print Shirt Style Top,"Shirt, Top",2299.0,Navy Blue,Van Heusen,http://assets.myntassets.com/assets/images/17622578/2022/4/13/d061ddc5-4ac2-424b-897d-9b37477bc80f1649828973691-Van-Heusen-Women-Tops-8621649828973181-1.jpg,9.0,4.555555555555555,"<ul> <li> Navy blue regular shirt style top </li> <li> Floral print </li> <li> Shirt collar,  long,  cuffed sleeves </li> <li> Woven </li> <li> Button closure </li> </ul>100% Viscose<br>Machine Wash<br>Size worn by the model: S<br>Chest: 34""<br>Height: 5'10""<br>","{'Body Shape ID': '333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'NA', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'Button', 'Fabric': 'Viscose Rayon', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Shirt Collar', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Floral', 'Sleeve Length': 'Long Sleeves', 'Sleeve Styling': 'Cuffed Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Shirt Style', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven', 'Wedding': 'NA', 'taxMaterial': 'NA'}"
17088842,Anouk Women White Floral Embroidered Sequinned Kurta with Trousers,"Kurta, Trousers",3499.0,White,Anouk,http://assets.myntassets.com/assets/images/17088842/2022/4/6/552ce6f2-1f0d-4e48-88e8-915ff12c8e501649228000150-Anouk-Women-Kurta-Sets-5821649227999626-1.jpg,18.0,4.722222222222222,"White embroidered Kurta with Trousers<br><br><b>Kurta design: </b><ul><li>Floral embroidered</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Sequinned detail</li><li>Calf length with straight hem</li><li>Viscose nylonmachine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Solid Trousers</li><li>Partially elasticated waistband</li><li>Slip-on closure</li></ul>Top fabric:&nbsp;85% viscose 15% nylon<br>Bottom fabric: 85% viscose 15% nylon<br>Machine washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'Floral', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Sequinned', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Floral', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Embroidered', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
14444094,Tokyo Talkies Burgundy Off-Shoulder Bardot Top,Top,699.0,Burgundy,Tokyo Talkies,http://assets.myntassets.com/assets/images/productimage/2021/6/2/abd7e295-8966-4ec4-8c63-ac25978236381622624353816-1.jpg,289.0,4.26643598615917,"<ul> <li> Burgundy regular bardot top </li> <li> Solid </li> <li> Off-shoulder,  short,  sleeves </li> <li> Knitted </li> </ul>The model (height 5'8) is wearing a size SCotton blend <br> Machine wash","{'Body Shape ID': '333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Cotton Blend', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Off-Shoulder', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'No Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Bardot', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted', 'taxMaterial': 'NA'}"
9475963,studio rasa Women Semidupionblockprintedlongsleevecroptop,Crop Top,1499.0,Fuchsia,studio rasa,http://assets.myntassets.com/assets/images/9475963/2019/5/3/c5b342da-fc39-4a5d-9d6d-52f0af16cafd1556879441935-Semi-Dupion-Block-Printed-Long-Sleeve-Crop-Top-5761556879441-1.jpg,100.0,4.04,"Fuchsia printed woven fitted top, has a boat neck, long sleeves, concealed zip closureFitted<br> The model (height 5'8"") is wearing a size SSilk Blend<br>Dry-clean","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Closure': 'Concealed Zip', 'Fabric': 'Silk Blend', 'Fabric Type': 'NA', 'Length': 'Crop', 'Lining': 'Has a lining', 'Main Trend': 'Ethnic Print', 'Neck': 'Boat Neck', 'Occasion': 'Ethnic', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Long Sleeves', 'Sleeve Styling': 'Slit Sleeves', 'Surface Styling': 'NA', 'Transparency': 'Semi Sheer', 'Type': 'Fitted', 'Wash Care': 'Dry Clean', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}"
17413232,Anubhutee Pink Ethnic Motifs Printed Kurti,Kurti,1739.0,Pink,Anubhutee,http://assets.myntassets.com/assets/images/17413232/2022/3/17/c861897a-f6d5-40fc-8336-a007cce0bede1647511510301-Anubhutee-Women-Kurtis-6081647511509773-1.jpg,273.0,4.249084249084249,"<ul> <li> Pink straight kurti </li> <li> Ethnic motifs printed </li> <li> Round neck,  three-quarter,  regular sleeves </li> <li> Machine weave regular viscose rayon </li> </ul>Viscose Rayon<br>Hand Wash<br>Size worn by the model: S<br>Chest: 32''<br>Height: 5'8""<br>","{'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'Follow the washcare label on garment. Use cold water with mild detergents when handwashing or opt for delicate setting when machine washing<br>\r\nAlways wash inside-out to preserve colour<br>\r\nNever wring or tumble dry. Dry flat on a towel or hang on coat hangers<br>\r\nIron on the reverse side with medium heat', 'Design Styling': 'Regular', 'Fabric': 'Viscose Rayon', 'Hemline': 'Straight', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'Straight', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
14432282,max White Regular Top,Top,199.0,White,max,http://assets.myntassets.com/assets/images/productimage/2021/6/1/d5137ad3-aa44-437b-bfaa-8076c05a5b2d1622539364476-1.jpg,308.0,4.464285714285714,"<ul> <li> White regular top </li> <li> Solid </li> <li> Shoulder straps,  regular,  sleeves </li> <li> Knitted </li> </ul>Cotton <br> Hand washThe model (height 5'8) is wearing a size S","{'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Pure Cotton', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Shoulder Straps', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Sleeveless', 'Sleeve Styling': 'Shoulder Straps', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Hand Wash', 'Weave Type': 'Knitted', 'taxMaterial': 'NA'}"
14487114,SASSAFRAS Women Olive Brown Solid Wide Leg Culottes,Culottes,1599.0,Olive,SASSAFRAS,http://assets.myntassets.com/assets/images/14487114/2021/12/15/f63f2b9c-b0f1-4da5-b7ab-a7c0072986251639563483186-SASSAFRAS-Women-Olive-Brown-Solid-Wide-Leg-Culottes-75516395-1.jpg,19.0,3.842105263157895,"<ul><li>Olive brown woven wide leg culottes</li><li>Regular fit</li><li>High-rise</li><li>Length: three-fourth length</li><li>Pattern: solid</li><li>Flat-front, with no pleats design</li><li>Feature: plain</li><li>2 pockets</li></ul>93% Cotton 7% Linen<br>Machine washFit: Regular Fit<br>The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Linen', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'Zip', 'Length': 'Three-Fourth Length', 'Main Trend': 'Utility or Military Inspired', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Culottes', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'High-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
12400488,Myshka Women Black & White Regular Fit Checked Cropped Trousers,Cropped Trousers,1299.0,Black,Myshka,http://assets.myntassets.com/assets/images/12400488/2020/9/15/a88aee90-4673-40cc-bd98-c9a01084575a1600158163519KurtaSetsMyshkaWomenKurtaSetsMyshkaWomenTopsMyshkaWomenPalaz1.jpg,24.0,3.75,"Black and White checked mid-rise cropped trousers, has a waistband with belt loops, slip-on closure, and 2 pockets<br>Comes with a fabric beltMaterial: 100% cotton<br>Machine WashRegular Fit<br>The model (height 5'8"") is wearing a size 28","{'Add-Ons': 'Comes with a belt', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Monochrome', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Checked', 'Print or Pattern Type': 'Checked', 'Type': 'Regular Trousers', 'Type of Pleat': 'Pleated', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
15578002,Anouk Women Black Kurta with Trousers,"Kurta, Trousers",2699.0,Black,Anouk,http://assets.myntassets.com/assets/images/15578002/2022/4/8/73e6c9ec-0f54-4828-91f4-013d116fe8051649410487925-Anouk-Women-Black-Pure-Cotton-Kurta-with-Trousers-9871649410-1.jpg,34.0,3.941176470588236,"Black solid kurta with trousers<br><br><b>Kurta design: </b><ul><li>Solid</li><li>Straight shape</li><li>Regular style</li><li>Round neck, long regular sleeves</li><li>Knee length with straight hem</li><li>Cotton blend machine weave fabric</li></ul><b>Trousers design: </b><ul><li>Solid trousers</li><li>Partially elasticated waistband</li></ul>Top fabric: Cotton blend<br>Bottom fabric: Cotton blend&nbsp;<br>Hand washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'NA', 'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'None', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Cotton Blend', 'Top Hemline': 'Straight', 'Top Length': 'Knee Length', 'Top Pattern': 'Solid', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
14546490,ZOLA Women Blue Pencil-Fit Cropped Jeans,Jeans,3525.0,Blue,ZOLA,http://assets.myntassets.com/assets/images/productimage/2021/6/16/c772ebb3-b637-45fe-b7fa-09222416b99a1623832841553-1.jpg,5.0,2.8,"<ul><li>Medium no fade blue jeans</li><li>Pencil fit, mid-rise</li><li>Clean look</li><li>Non stretchable</li><li>5 pocket</li><li>Length: cropped</li><li>Colour Variation: Product shade or colour might slightly Vary considering Photographic Lighting Sources Or Your Screen Settings.</li></ul>Denim : The Right Way:Zola Denim is an item of very iconic clothing. The instant, you use the term ""denim jeans"", everyone around you understands what you're talking about. But at Zola, the pieces of Denims are made with lofty research of considering customers taste and style, which makes it unique. Zola Denims are a symbol of style and comfort at once, which are favourably affordable too.<br>Fabric: ZOLA flattering women's Denim Pencil fit pair of Jeans is 100% pure Denim Fabric, and it is light to wear and highlights fashion with luxury and comfort.<br>Features: Zola Denim range is very soft, breathable, lightweight, and comfortable to use. The fabric is very durable, and it doesn't easily snag. It soaks water quickly and dries well.<br>Fitting: This Skinny Denim range fits according to the Size, and it is breathable and comfortable to wear all day long.<br>Style: It is a Two Buttoned Solid Shade with Rinse Wash Pattern with a High Rise waist pair of Jeans that gives that toned and Sophisticated look<br>Colour: It is a Ice Blue color<br>Includes: This purchase includes Zola one-piece Two Buttoned Solid Shade with Rinse Wash Pattern Pair of Jeans.Cotton<br>Hand and Machine Wash<br>Fit: Slim Fit<br>Brand fit: Pencil fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Better Cotton Initiative': 'Regular', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Pencil', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Slim Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
11035316,DOLCE CRUDO Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Jeans,2399.0,Blue,DOLCE CRUDO,http://assets.myntassets.com/assets/images/11035316/2019/12/12/db88ac98-9ac6-4a3c-a974-ff459c04613c1576140065411-DOLCE-CRUDO-Women-Blue-Skinny-Fit-High-Rise-Clean-Look-Stret-1.jpg,3486.0,4.262191623637407,"Blue medium wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops78% Cotton, 21% Polyester &amp; 1% Elastane<br>Machine-washSkinny Fit<br>Stretchable<br>The model (height 5'8"") is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fabric 3': 'Elastane', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Skinny Fit', 'Length': 'Cropped', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Stretchable', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
